quality,area_hor,height_hor,width_hor,area_ver,height_ver,widht_ver
0,0.1359375,0.01884765625,0.30416666666666664,0.1265625,0.019147135416666666,0.2520833333333333
0,0.1640625,0.01943359375,0.2791666666666667,0.2359375,0.046888020833333335,0.38958333333333334
1,0.140625,0.01900390625,0.25833333333333336,0.24375,0.05580403645833333,0.5020833333333333
0,0.15,0.013994140625,0.19375,0.2359375,0.02416015625,0.20416666666666666
0,0.1609375,0.018688151041666667,0.28125,0.1140625,0.02007486979166667,0.3458333333333333
0,0.153125,0.019052734375,0.2625,0.23125,0.040973307291666664,0.3125
0,0.1296875,0.015166015625,0.2375,0.1515625,0.028671875,0.3729166666666667
0,0.1921875,0.020071614583333335,0.26875,0.2203125,0.03544921875,0.29791666666666666
0,0.16875,0.018134765625,0.24375,0.2625,0.028430989583333333,0.19583333333333333
0,0.13125,0.015374348958333334,0.25625,0.225,0.03460611979166667,0.49375
0,0.134375,0.015511067708333333,0.25416666666666665,0.2390625,0.04405924479166667,0.3541666666666667
0,0.1328125,0.015419921875,0.26875,0.234375,0.031276041666666664,0.3020833333333333
0,0.1125,0.012958984375,0.19166666666666668,0.1890625,0.028444010416666665,0.325
1,0.1453125,0.017965494791666668,0.2375,0.2421875,0.07604166666666666,0.625
0,0.165625,0.015494791666666667,0.21875,0.1265625,0.0217578125,0.27708333333333335
0,0.13125,0.016647135416666667,0.24583333333333332,0.240625,0.04669270833333333,0.4
0,0.178125,0.016865234375,0.23125,0.20625,0.04807291666666667,0.4708333333333333
0,0.1734375,0.017447916666666667,0.22291666666666668,0.325,0.04323567708333333,0.375
0,0.1359375,0.017757161458333334,0.28958333333333336,0.2453125,0.041396484375,0.33541666666666664
0,0.178125,0.020595703125,0.275,0.2046875,0.035930989583333336,0.36666666666666664
0,0.1859375,0.013082682291666667,0.1875,0.321875,0.04841145833333333,0.32916666666666666
1,0.1875,0.019069010416666667,0.3,0.3453125,0.075595703125,0.4791666666666667
0,0.125,0.016793619791666665,0.2791666666666667,0.215625,0.05074544270833333,0.4354166666666667
1,0.165625,0.017119140625,0.2791666666666667,0.2984375,0.06458658854166667,0.4666666666666667
1,0.1515625,0.018294270833333334,0.2604166666666667,0.2609375,0.06299153645833333,0.6333333333333333
1,0.1859375,0.017604166666666667,0.23958333333333334,0.3296875,0.05146484375,0.4166666666666667
0,0.153125,0.015185546875,0.2,0.23125,0.056748046875,0.6125
0,0.1296875,0.016103515625,0.24375,0.2359375,0.032552083333333336,0.2520833333333333
0,0.165625,0.016936848958333334,0.2625,0.296875,0.04826497395833333,0.35625
0,0.1234375,0.015149739583333334,0.23958333333333334,0.2203125,0.038525390625,0.35833333333333334
0,0.121875,0.014889322916666666,0.21458333333333332,0.1796875,0.03177083333333333,0.38125
0,0.16875,0.01501953125,0.2791666666666667,0.30625,0.04010416666666667,0.3020833333333333
0,0.1234375,0.018196614583333333,0.2604166666666667,0.21875,0.044228515625,0.32708333333333334
0,0.190625,0.015299479166666666,0.22916666666666666,0.35,0.037337239583333334,0.275
1,0.203125,0.019423828125,0.25416666666666665,0.38125,0.06013346354166667,0.3645833333333333
1,0.1984375,0.019599609375,0.30833333333333335,0.375,0.06990559895833333,0.4625
1,0.171875,0.0170703125,0.26666666666666666,0.3078125,0.06214192708333333,0.5333333333333333
1,0.2625,0.022034505208333333,0.23958333333333334,0.346875,0.05489583333333333,0.2916666666666667
0,0.18125,0.018001302083333334,0.26458333333333334,0.31875,0.054287109375,0.39791666666666664
0,0.16875,0.018352864583333333,0.25416666666666665,0.309375,0.054241536458333336,0.41041666666666665
0,0.2390625,0.014778645833333333,0.19791666666666666,0.4328125,0.0451953125,0.3625
0,0.1796875,0.015686848958333333,0.24791666666666667,0.3203125,0.04083984375,0.2604166666666667
0,0.1265625,0.018551432291666666,0.28541666666666665,0.221875,0.047470703125,0.51875
0,0.153125,0.014993489583333333,0.25833333333333336,0.284375,0.03637044270833333,0.29791666666666666
0,0.1890625,0.020374348958333333,0.2708333333333333,0.29375,0.039957682291666664,0.38958333333333334
1,0.1375,0.016783854166666667,0.23958333333333334,0.146875,0.039850260416666665,0.46875
0,0.15,0.018102213541666665,0.24791666666666667,0.2515625,0.03912760416666667,0.32916666666666666
1,0.140625,0.016298828125,0.25833333333333336,0.2453125,0.061015625,0.50625
0,0.190625,0.020104166666666666,0.27291666666666664,0.2234375,0.03790690104166667,0.3333333333333333
1,0.1640625,0.017360026041666667,0.24583333333333332,0.2390625,0.07061848958333333,0.54375
0,0.0796875,0.014912109375,0.25833333333333336,0.134375,0.03193359375,0.40625
0,0.1421875,0.015432942708333333,0.24583333333333332,0.2640625,0.042884114583333334,0.42916666666666664
0,0.1296875,0.016904296875,0.2708333333333333,0.234375,0.036533203125,0.2520833333333333
0,0.1375,0.017841796875,0.2916666666666667,0.2078125,0.04320638020833333,0.44166666666666665
1,0.2078125,0.018570963541666666,0.26458333333333334,0.3859375,0.051666666666666666,0.39166666666666666
0,0.1515625,0.016871744791666667,0.24375,0.24375,0.05242838541666667,0.4979166666666667
1,0.178125,0.018089192708333333,0.26458333333333334,0.35,0.06162434895833333,0.36875
1,0.15,0.019970703125,0.2833333333333333,0.24375,0.04704427083333333,0.44583333333333336
1,0.2578125,0.026536458333333332,0.30416666666666664,0.403125,0.067216796875,0.39375
1,0.2453125,0.018486328125,0.2833333333333333,0.43125,0.079453125,0.48541666666666666
0,0.1875,0.017548828125,0.25,0.3609375,0.052939453125,0.3229166666666667
0,0.1140625,0.014915364583333333,0.24791666666666667,0.215625,0.02849609375,0.28958333333333336
0,0.109375,0.014296875,0.21666666666666667,0.190625,0.03261067708333333,0.3145833333333333
0,0.103125,0.014140625,0.22708333333333333,0.175,0.0198828125,0.20208333333333334
0,0.1296875,0.016588541666666668,0.2708333333333333,0.209375,0.03123046875,0.2708333333333333
0,0.1734375,0.014306640625,0.20833333333333334,0.290625,0.030579427083333333,0.23125
0,0.1625,0.014641927083333334,0.2125,0.278125,0.030270182291666666,0.20416666666666666
0,0.1453125,0.012333984375,0.20416666666666666,0.265625,0.031077473958333334,0.23541666666666666
0,0.1203125,0.013095703125,0.22083333333333333,0.23125,0.023779296875,0.2520833333333333
0,0.203125,0.013603515625,0.20208333333333334,0.3609375,0.03435872395833333,0.28125
0,0.1171875,0.01482421875,0.21875,0.2234375,0.032073567708333334,0.2833333333333333
0,0.0984375,0.012574869791666667,0.20416666666666666,0.1703125,0.015345052083333333,0.2125
0,0.0890625,0.012405598958333333,0.25,0.1484375,0.016770833333333332,0.21666666666666667
0,0.096875,0.013043619791666667,0.21458333333333332,0.159375,0.0175,0.19791666666666666
0,0.1359375,0.015319010416666667,0.21041666666666667,0.2421875,0.036494140625,0.32916666666666666
0,0.159375,0.013987630208333334,0.19791666666666666,0.2953125,0.03459309895833333,0.26666666666666666
0,0.128125,0.013017578125,0.20625,0.1890625,0.01994140625,0.21875
0,0.1484375,0.012685546875,0.20625,0.271875,0.028984375,0.21041666666666667
0,0.2125,0.014033203125,0.20625,0.39375,0.046318359375,0.30416666666666664
0,0.2015625,0.0144140625,0.2,0.36875,0.033642578125,0.2125
0,0.1546875,0.018704427083333332,0.26458333333333334,0.2046875,0.031139322916666667,0.26875
0,0.128125,0.016477864583333335,0.24166666666666667,0.246875,0.03452799479166667,0.35
0,0.1671875,0.015029296875,0.23958333333333334,0.31875,0.03473307291666667,0.3020833333333333
0,0.184375,0.013798828125,0.20208333333333334,0.334375,0.033294270833333334,0.2375
0,0.096875,0.012356770833333334,0.20208333333333334,0.0890625,0.013860677083333333,0.3416666666666667
0,0.1875,0.013714192708333333,0.20416666666666666,0.35,0.0372265625,0.27708333333333335
0,0.09375,0.013577473958333334,0.225,0.1265625,0.011536458333333333,0.1875
0,0.115625,0.016012369791666668,0.23333333333333334,0.2046875,0.022874348958333332,0.21666666666666667
0,0.1875,0.018870442708333334,0.2604166666666667,0.2171875,0.021207682291666665,0.17916666666666667
0,0.15,0.016611328125,0.24583333333333332,0.175,0.03056640625,0.35208333333333336
0,0.1,0.018203125,0.27708333333333335,0.1765625,0.023173828125,0.19375
0,0.2546875,0.016943359375,0.21875,0.4609375,0.06359700520833333,0.3875
0,0.134375,0.015390625,0.22083333333333333,0.2421875,0.032919921875,0.29583333333333334
0,0.1546875,0.014397786458333334,0.22291666666666668,0.2875,0.029449869791666666,0.25625
0,0.2015625,0.015553385416666666,0.19791666666666666,0.3671875,0.037333984375,0.30625
0,0.146875,0.015087890625,0.22708333333333333,0.2546875,0.030546875,0.30416666666666664
0,0.146875,0.013619791666666667,0.225,0.271875,0.029130859375,0.21041666666666667
0,0.1140625,0.016647135416666667,0.2708333333333333,0.1921875,0.02517578125,0.24583333333333332
0,0.0796875,0.01359375,0.23541666666666666,0.1484375,0.022447916666666668,0.2604166666666667
0,0.1140625,0.01701171875,0.2875,0.190625,0.029514973958333333,0.27708333333333335
0,0.21875,0.016337890625,0.21875,0.3875,0.048111979166666666,0.39791666666666664
0,0.1109375,0.014169921875,0.21875,0.15,0.022301432291666666,0.27708333333333335
0,0.1796875,0.015455729166666666,0.24166666666666667,0.3375,0.035032552083333335,0.25625
