quality,area_hor,height_hor,width_hor,area_ver,height_ver,widht_ver
0,0.103125,0.012014973958333333,0.18541666666666667,0.1796875,0.019632161458333332,0.21041666666666667
0,0.0828125,0.015416666666666667,0.27291666666666664,0.1234375,0.019684244791666666,0.2791666666666667
0,0.09375,0.016022135416666666,0.2875,0.1578125,0.01533203125,0.15625
0,0.1203125,0.019427083333333334,0.28125,0.196875,0.032379557291666666,0.2708333333333333
0,0.2125,0.016399739583333333,0.23125,0.3734375,0.03760091145833333,0.29791666666666666
0,0.1234375,0.012451171875,0.17708333333333334,0.1796875,0.014602864583333333,0.15208333333333332
0,0.103125,0.012314453125,0.19583333333333333,0.1765625,0.017265625,0.1625
0,0.0734375,0.008128255208333334,0.15833333333333333,0.096875,0.00634765625,0.08958333333333333
0,0.15625,0.013304036458333333,0.21458333333333332,0.2859375,0.03263997395833333,0.28125
1,0.15625,0.01333984375,0.25625,0.2890625,0.045289713541666665,0.30625
1,0.246875,0.0186328125,0.23541666666666666,0.45625,0.057835286458333336,0.3020833333333333
0,0.165625,0.010475260416666667,0.19166666666666668,0.3,0.029749348958333335,0.25
0,0.1796875,0.01109375,0.17083333333333334,0.31875,0.031536458333333336,0.28541666666666665
0,0.19375,0.015843098958333333,0.23125,0.34375,0.042805989583333336,0.3145833333333333
1,0.23125,0.019915364583333334,0.29375,0.5046875,0.072080078125,0.40625
0,0.2109375,0.013938802083333333,0.20208333333333334,0.403125,0.042942708333333336,0.3
0,0.14375,0.011520182291666667,0.18125,0.1890625,0.016748046875,0.16041666666666668
1,0.253125,0.013453776041666667,0.22083333333333333,0.5125,0.050944010416666664,0.34791666666666665
0,0.2,0.012809244791666667,0.19166666666666668,0.353125,0.041031901041666666,0.27708333333333335
1,0.3015625,0.020735677083333334,0.25833333333333336,0.559375,0.07407877604166667,0.4354166666666667
0,0.2265625,0.017496744791666668,0.20833333333333334,0.421875,0.0597265625,0.3229166666666667
1,0.259375,0.018118489583333335,0.26666666666666666,0.4546875,0.05644205729166667,0.3
1,0.26875,0.015406901041666667,0.20416666666666666,0.4953125,0.04709635416666667,0.32708333333333334
1,0.2390625,0.022666015625,0.26875,0.4515625,0.076328125,0.49375
0,0.21875,0.016927083333333332,0.22291666666666668,0.4,0.05439778645833333,0.33541666666666664
1,0.2671875,0.017093098958333334,0.23541666666666666,0.471875,0.04906575520833333,0.32916666666666666
1,0.29375,0.02068359375,0.2833333333333333,0.55,0.07696614583333333,0.49583333333333335
1,0.2765625,0.018883463541666666,0.26458333333333334,0.471875,0.06451171875,0.41458333333333336
1,0.2015625,0.014729817708333334,0.22708333333333333,0.371875,0.05639322916666667,0.38958333333333334
0,0.1578125,0.010504557291666666,0.18125,0.278125,0.029134114583333332,0.26458333333333334
1,0.228125,0.015472005208333334,0.23958333333333334,0.4328125,0.05208984375,0.3333333333333333
1,0.234375,0.013544921875,0.17708333333333334,0.4375,0.048173828125,0.33958333333333335
1,0.3,0.014957682291666666,0.21041666666666667,0.5890625,0.062347005208333334,0.3729166666666667
1,0.2421875,0.017571614583333332,0.22916666666666666,0.4328125,0.04523111979166667,0.3229166666666667
0,0.19375,0.016608072916666668,0.23958333333333334,0.359375,0.043795572916666664,0.24375
1,0.3046875,0.020911458333333334,0.275,0.5359375,0.06558268229166667,0.39166666666666666
1,0.2609375,0.016090494791666667,0.2375,0.490625,0.05012044270833333,0.39375
1,0.171875,0.015231119791666666,0.22291666666666668,0.3875,0.062021484375,0.4875
1,0.19375,0.01708984375,0.225,0.3421875,0.0490234375,0.35625
1,0.23125,0.017080078125,0.22291666666666668,0.403125,0.05576822916666667,0.33958333333333335
1,0.1859375,0.015201822916666666,0.22916666666666666,0.3546875,0.04304361979166667,0.31666666666666665
0,0.1515625,0.013333333333333334,0.17916666666666667,0.2328125,0.031103515625,0.26666666666666666
0,0.16875,0.014990234375,0.25625,0.321875,0.035315755208333334,0.27708333333333335
1,0.253125,0.019075520833333335,0.2375,0.4609375,0.06715169270833334,0.33541666666666664
1,0.2359375,0.019488932291666667,0.2916666666666667,0.4453125,0.05615559895833333,0.36041666666666666
1,0.221875,0.017789713541666665,0.2625,0.415625,0.056904296875,0.3625
1,0.2265625,0.016595052083333332,0.2375,0.41875,0.060208333333333336,0.33958333333333335
0,0.221875,0.015478515625,0.22083333333333333,0.4078125,0.04781575520833333,0.31666666666666665
0,0.1484375,0.015169270833333333,0.22708333333333333,0.2640625,0.04308268229166667,0.43333333333333335
0,0.128125,0.010042317708333333,0.17291666666666666,0.225,0.023948567708333333,0.24166666666666667
0,0.1375,0.01431640625,0.2375,0.2375,0.034869791666666664,0.23333333333333334
0,0.178125,0.014817708333333334,0.22708333333333333,0.3390625,0.04251302083333333,0.34791666666666665
0,0.175,0.013190104166666666,0.20208333333333334,0.2984375,0.02704427083333333,0.25625
1,0.2015625,0.013958333333333333,0.18125,0.3671875,0.04038736979166667,0.24583333333333332
1,0.2234375,0.014085286458333334,0.2,0.4015625,0.046904296875,0.3541666666666667
0,0.2140625,0.013850911458333334,0.20208333333333334,0.384375,0.043408203125,0.3541666666666667
0,0.18125,0.013291015625,0.22083333333333333,0.3171875,0.03791341145833333,0.3375
0,0.2078125,0.013512369791666666,0.2125,0.35625,0.04402018229166667,0.35833333333333334
0,0.1546875,0.013583984375,0.20625,0.2109375,0.022223307291666668,0.26458333333333334
0,0.1078125,0.010166015625,0.175,0.1859375,0.009915364583333334,0.12708333333333333
0,0.153125,0.010882161458333333,0.21041666666666667,0.2515625,0.019742838541666665,0.20208333333333334
0,0.1140625,0.011891276041666666,0.1875,0.1515625,0.013626302083333333,0.20625
0,0.1921875,0.013219401041666667,0.20625,0.35,0.03158203125,0.26875
0,0.2359375,0.012708333333333334,0.17708333333333334,0.41875,0.04489908854166667,0.33125
0,0.11875,0.01029296875,0.16458333333333333,0.2109375,0.020530598958333333,0.2604166666666667
1,0.2296875,0.020511067708333334,0.24166666666666667,0.4234375,0.065,0.46875
1,0.23125,0.014794921875,0.21875,0.4234375,0.031175130208333332,0.24375
0,0.159375,0.015231119791666666,0.22708333333333333,0.265625,0.03644205729166667,0.36666666666666664
0,0.1328125,0.013561197916666667,0.2125,0.2296875,0.027828776041666666,0.2625
0,0.1140625,0.011787109375,0.18333333333333332,0.1984375,0.020794270833333333,0.34375
0,0.2046875,0.013577473958333334,0.2,0.365625,0.043505859375,0.31666666666666665
0,0.2234375,0.014860026041666667,0.23333333333333334,0.390625,0.04167317708333333,0.3645833333333333
1,0.2234375,0.016774088541666666,0.25,0.4125,0.06838541666666667,0.49166666666666664
1,0.2734375,0.015983072916666667,0.22916666666666666,0.51875,0.07088216145833333,0.43333333333333335
1,0.2234375,0.020517578125,0.2625,0.4078125,0.0621484375,0.4625
1,0.20625,0.017161458333333334,0.23125,0.35,0.052451171875,0.38125
1,0.2,0.019573567708333333,0.25625,0.3875,0.056383463541666665,0.3645833333333333
1,0.20625,0.02015625,0.25416666666666665,0.3625,0.03654622395833333,0.2708333333333333
0,0.1265625,0.010553385416666667,0.17291666666666666,0.2296875,0.022086588541666667,0.25416666666666665
0,0.1015625,0.009296875,0.15833333333333333,0.1546875,0.0125390625,0.1375
1,0.2109375,0.016842447916666666,0.21458333333333332,0.3828125,0.060696614583333336,0.4270833333333333
1,0.2390625,0.016510416666666666,0.2,0.4296875,0.06611979166666666,0.43333333333333335
1,0.2421875,0.013977864583333333,0.22916666666666666,0.4578125,0.050305989583333335,0.3229166666666667
1,0.2171875,0.016819661458333333,0.20833333333333334,0.3984375,0.051809895833333335,0.41458333333333336
1,0.2328125,0.0184375,0.21666666666666667,0.4125,0.065537109375,0.4395833333333333
1,0.2265625,0.019674479166666668,0.23333333333333334,0.4,0.050673828125,0.32708333333333334
0,0.2046875,0.016956380208333333,0.22916666666666666,0.3765625,0.04848307291666667,0.35
0,0.1734375,0.013118489583333334,0.21041666666666667,0.325,0.047698567708333334,0.3104166666666667
1,0.196875,0.0170703125,0.22708333333333333,0.3546875,0.04447916666666667,0.3
0,0.1390625,0.010400390625,0.15625,0.2625,0.033040364583333336,0.3729166666666667
1,0.2171875,0.01580078125,0.2375,0.4015625,0.050755208333333336,0.36666666666666664
0,0.21875,0.014957682291666666,0.23125,0.3203125,0.04216471354166667,0.3229166666666667
1,0.209375,0.018597005208333333,0.24166666666666667,0.396875,0.07002278645833333,0.5979166666666667
1,0.2125,0.01727864583333333,0.21875,0.3703125,0.06388997395833333,0.49166666666666664
1,0.2609375,0.020439453125,0.275,0.4921875,0.07266276041666667,0.48333333333333334
1,0.184375,0.016455078125,0.23333333333333334,0.3171875,0.04529296875,0.3375
1,0.26875,0.021194661458333333,0.22708333333333333,0.353125,0.048818359375,0.39375
1,0.175,0.016611328125,0.21041666666666667,0.33125,0.05653645833333333,0.45416666666666666
0,0.178125,0.015338541666666667,0.20833333333333334,0.3046875,0.034440104166666666,0.4041666666666667
1,0.1921875,0.017913411458333334,0.21875,0.321875,0.04544596354166667,0.3
1,0.2,0.017399088541666666,0.21458333333333332,0.3765625,0.052255859375,0.3125
0,0.171875,0.011555989583333334,0.16041666666666668,0.31875,0.035836588541666665,0.3333333333333333
0,0.1796875,0.013245442708333333,0.23125,0.3421875,0.038876953125,0.32708333333333334
0,0.1734375,0.0169921875,0.23958333333333334,0.33125,0.051702473958333335,0.41875
1,0.1390625,0.01537109375,0.275,0.2671875,0.03260416666666666,0.22916666666666666
0,0.24375,0.015953776041666666,0.20208333333333334,0.453125,0.059446614583333335,0.3958333333333333
0,0.1734375,0.014212239583333333,0.20416666666666666,0.309375,0.04582682291666667,0.32916666666666666
0,0.153125,0.011897786458333334,0.21041666666666667,0.2796875,0.029860026041666668,0.24583333333333332
0,0.1859375,0.013141276041666667,0.21458333333333332,0.325,0.03451171875,0.2875
0,0.1734375,0.014583333333333334,0.225,0.2984375,0.036787109375,0.30625
0,0.175,0.0151953125,0.225,0.303125,0.0416015625,0.35208333333333336
