quality,area,height,width,fd_0,fd_1,fd_2,fd_3,fd_4,fd_5,fd_6,fd_7,fd_8,fd_9,fd_10,fd_11,fd_12,fd_13,fd_14,fd_15,fd_16,fd_17,fd_18,fd_19,fd_20,fd_21,fd_22,fd_23,fd_24,fd_25,fd_26,fd_27,fd_28,fd_29,fd_30,fd_31,fd_32,fd_33,fd_34,fd_35,fd_36
0,0.019147135416666666,0.2520833333333333,0.1265625,-0.597928128256023,-0.030523149298908977,-0.18171882454338373,-0.01701215114079483,-0.08509089670277996,0.21281276773666485,0.03318522960870081,-0.06201664410324466,0.021921247869509285,0.008846433234993501,-0.07344968185179582,-0.12362756433443797,0.10902030087401787,0.0754315648829922,0.014931077789973993,0.08588238888193107,-0.14100303040284748,0.037538833347204446,0.021341196675462734,0.05129469735188518,-0.041652035761917436,-0.01388359104145281,-0.018252710461181484,-0.008544049272344359,-0.0025344666073922554,-0.00455482973968347,-0.04651237987601518,-0.001991259722285194,0.010021208553025773,-0.00693957151263672,-0.0017029430273437112,-0.015441115264148627,0.00869857641440579,0.007257054713251059,0.00033835715051880983,-0.020080176787582536,0.0041845001431248
0,0.046888020833333335,0.38958333333333334,0.2359375,-0.597928128256023,-0.030523149298908977,-0.18171882454338373,-0.01701215114079483,-0.08509089670277996,0.21281276773666485,0.03318522960870081,-0.06201664410324466,0.021921247869509285,0.008846433234993501,-0.07344968185179582,-0.12362756433443797,0.10902030087401787,0.0754315648829922,0.014931077789973993,0.08588238888193107,-0.14100303040284748,0.037538833347204446,0.021341196675462734,0.05129469735188518,-0.041652035761917436,-0.01388359104145281,-0.018252710461181484,-0.008544049272344359,-0.0025344666073922554,-0.00455482973968347,-0.04651237987601518,-0.001991259722285194,0.010021208553025773,-0.00693957151263672,-0.0017029430273437112,-0.015441115264148627,0.00869857641440579,0.007257054713251059,0.00033835715051880983,-0.020080176787582536,0.0041845001431248
1,0.05580403645833333,0.5020833333333333,0.24375,-0.597928128256023,-0.030523149298908977,-0.18171882454338373,-0.01701215114079483,-0.08509089670277996,0.21281276773666485,0.03318522960870081,-0.06201664410324466,0.021921247869509285,0.008846433234993501,-0.07344968185179582,-0.12362756433443797,0.10902030087401787,0.0754315648829922,0.014931077789973993,0.08588238888193107,-0.14100303040284748,0.037538833347204446,0.021341196675462734,0.05129469735188518,-0.041652035761917436,-0.01388359104145281,-0.018252710461181484,-0.008544049272344359,-0.0025344666073922554,-0.00455482973968347,-0.04651237987601518,-0.001991259722285194,0.010021208553025773,-0.00693957151263672,-0.0017029430273437112,-0.015441115264148627,0.00869857641440579,0.007257054713251059,0.00033835715051880983,-0.020080176787582536,0.0041845001431248
0,0.02416015625,0.20416666666666666,0.2359375,-0.597928128256023,-0.030523149298908977,-0.18171882454338373,-0.01701215114079483,-0.08509089670277996,0.21281276773666485,0.03318522960870081,-0.06201664410324466,0.021921247869509285,0.008846433234993501,-0.07344968185179582,-0.12362756433443797,0.10902030087401787,0.0754315648829922,0.014931077789973993,0.08588238888193107,-0.14100303040284748,0.037538833347204446,0.021341196675462734,0.05129469735188518,-0.041652035761917436,-0.01388359104145281,-0.018252710461181484,-0.008544049272344359,-0.0025344666073922554,-0.00455482973968347,-0.04651237987601518,-0.001991259722285194,0.010021208553025773,-0.00693957151263672,-0.0017029430273437112,-0.015441115264148627,0.00869857641440579,0.007257054713251059,0.00033835715051880983,-0.020080176787582536,0.0041845001431248
0,0.02007486979166667,0.3458333333333333,0.1140625,-0.597928128256023,-0.030523149298908977,-0.18171882454338373,-0.01701215114079483,-0.08509089670277996,0.21281276773666485,0.03318522960870081,-0.06201664410324466,0.021921247869509285,0.008846433234993501,-0.07344968185179582,-0.12362756433443797,0.10902030087401787,0.0754315648829922,0.014931077789973993,0.08588238888193107,-0.14100303040284748,0.037538833347204446,0.021341196675462734,0.05129469735188518,-0.041652035761917436,-0.01388359104145281,-0.018252710461181484,-0.008544049272344359,-0.0025344666073922554,-0.00455482973968347,-0.04651237987601518,-0.001991259722285194,0.010021208553025773,-0.00693957151263672,-0.0017029430273437112,-0.015441115264148627,0.00869857641440579,0.007257054713251059,0.00033835715051880983,-0.020080176787582536,0.0041845001431248
0,0.040973307291666664,0.3125,0.23125,-0.597928128256023,-0.030523149298908977,-0.18171882454338373,-0.01701215114079483,-0.08509089670277996,0.21281276773666485,0.03318522960870081,-0.06201664410324466,0.021921247869509285,0.008846433234993501,-0.07344968185179582,-0.12362756433443797,0.10902030087401787,0.0754315648829922,0.014931077789973993,0.08588238888193107,-0.14100303040284748,0.037538833347204446,0.021341196675462734,0.05129469735188518,-0.041652035761917436,-0.01388359104145281,-0.018252710461181484,-0.008544049272344359,-0.0025344666073922554,-0.00455482973968347,-0.04651237987601518,-0.001991259722285194,0.010021208553025773,-0.00693957151263672,-0.0017029430273437112,-0.015441115264148627,0.00869857641440579,0.007257054713251059,0.00033835715051880983,-0.020080176787582536,0.0041845001431248
0,0.028671875,0.3729166666666667,0.1515625,-0.597928128256023,-0.030523149298908977,-0.18171882454338373,-0.01701215114079483,-0.08509089670277996,0.21281276773666485,0.03318522960870081,-0.06201664410324466,0.021921247869509285,0.008846433234993501,-0.07344968185179582,-0.12362756433443797,0.10902030087401787,0.0754315648829922,0.014931077789973993,0.08588238888193107,-0.14100303040284748,0.037538833347204446,0.021341196675462734,0.05129469735188518,-0.041652035761917436,-0.01388359104145281,-0.018252710461181484,-0.008544049272344359,-0.0025344666073922554,-0.00455482973968347,-0.04651237987601518,-0.001991259722285194,0.010021208553025773,-0.00693957151263672,-0.0017029430273437112,-0.015441115264148627,0.00869857641440579,0.007257054713251059,0.00033835715051880983,-0.020080176787582536,0.0041845001431248
0,0.03544921875,0.29791666666666666,0.2203125,-0.597928128256023,-0.030523149298908977,-0.18171882454338373,-0.01701215114079483,-0.08509089670277996,0.21281276773666485,0.03318522960870081,-0.06201664410324466,0.021921247869509285,0.008846433234993501,-0.07344968185179582,-0.12362756433443797,0.10902030087401787,0.0754315648829922,0.014931077789973993,0.08588238888193107,-0.14100303040284748,0.037538833347204446,0.021341196675462734,0.05129469735188518,-0.041652035761917436,-0.01388359104145281,-0.018252710461181484,-0.008544049272344359,-0.0025344666073922554,-0.00455482973968347,-0.04651237987601518,-0.001991259722285194,0.010021208553025773,-0.00693957151263672,-0.0017029430273437112,-0.015441115264148627,0.00869857641440579,0.007257054713251059,0.00033835715051880983,-0.020080176787582536,0.0041845001431248
0,0.028430989583333333,0.19583333333333333,0.2625,-0.597928128256023,-0.030523149298908977,-0.18171882454338373,-0.01701215114079483,-0.08509089670277996,0.21281276773666485,0.03318522960870081,-0.06201664410324466,0.021921247869509285,0.008846433234993501,-0.07344968185179582,-0.12362756433443797,0.10902030087401787,0.0754315648829922,0.014931077789973993,0.08588238888193107,-0.14100303040284748,0.037538833347204446,0.021341196675462734,0.05129469735188518,-0.041652035761917436,-0.01388359104145281,-0.018252710461181484,-0.008544049272344359,-0.0025344666073922554,-0.00455482973968347,-0.04651237987601518,-0.001991259722285194,0.010021208553025773,-0.00693957151263672,-0.0017029430273437112,-0.015441115264148627,0.00869857641440579,0.007257054713251059,0.00033835715051880983,-0.020080176787582536,0.0041845001431248
0,0.04405924479166667,0.3541666666666667,0.2390625,-0.597928128256023,-0.030523149298908977,-0.18171882454338373,-0.01701215114079483,-0.08509089670277996,0.21281276773666485,0.03318522960870081,-0.06201664410324466,0.021921247869509285,0.008846433234993501,-0.07344968185179582,-0.12362756433443797,0.10902030087401787,0.0754315648829922,0.014931077789973993,0.08588238888193107,-0.14100303040284748,0.037538833347204446,0.021341196675462734,0.05129469735188518,-0.041652035761917436,-0.01388359104145281,-0.018252710461181484,-0.008544049272344359,-0.0025344666073922554,-0.00455482973968347,-0.04651237987601518,-0.001991259722285194,0.010021208553025773,-0.00693957151263672,-0.0017029430273437112,-0.015441115264148627,0.00869857641440579,0.007257054713251059,0.00033835715051880983,-0.020080176787582536,0.0041845001431248
